T,nh,year,villid,thanaid,agehead,sexhead,educhead,famsize,hhland,hhasset,expfd,expnfd,exptot,dmmfd,dfmfd,vaccess,pcirr,rice,wheat,milk,potato,egg,oil,vill,D
1,212123,1998,53,21,54,1,0,2,8,16750,6075.2471,823.85986,6899.1069,0,1,0,.85000002,12.405828,5.4134526,12.180268,8.3947954,2.0300446,43.307621,53,1
1,213014,1998,85,21,33,1,0,4,4,9545,4903.2344,4905.9414,9809.1758,0,1,1,.95999998,9.4735422,7.4434972,9.4735422,6.4105711,2.0300446,37.894169,85,1
1,213023,1998,85,21,56,1,4,3,32,32190,8701.2227,39279.785,47981.008,0,1,1,.95999998,9.4735422,7.4434972,9.4735422,6.4105711,2.0300446,37.894169,85,1
1,213113,1998,85,21,57,1,0,2,2,6155,5383.6782,1592.2319,6975.9102,0,1,1,.95999998,9.4735422,7.4434972,9.4735422,6.4105711,2.0300446,37.894169,85,1
1,213123,1998,85,21,37,1,5,3,10,8810,5395.4077,1234.2666,6629.6743,0,1,1,.95999998,9.4735422,7.4434972,9.4735422,6.4105711,2.0300446,37.894169,85,1
0,221014,1998,22,22,46,1,0,9,232,155494.64,3680.5464,294.73218,3975.2786,0,0,1,.1,11.503587,6.7668157,18.947084,7.784265,2.7067263,35.187439,22,0
0,221034,1998,22,22,41,1,3,4,210,184240.09,4037.7588,558.26221,4596.021,0,0,1,.1,11.503587,6.7668157,18.947084,7.784265,2.7067263,35.187439,22,0
0,221053,1998,22,22,36,0,0,3,1,338.34079,1558.1721,239.99622,1798.1683,0,0,1,.1,11.503587,6.7668157,18.947084,7.784265,2.7067263,35.187439,22,0
0,221054,1998,22,22,36,1,0,4,5,20253.08,4447.1514,664.83936,5111.9907,0,0,1,.1,11.503587,6.7668157,18.947084,7.784265,2.7067263,35.187439,22,0
1,221093,1998,22,22,62,1,0,4,14,22150,2224.2522,1193.1589,3417.4111,0,1,1,.1,11.503587,6.7668157,18.947084,7.784265,2.7067263,35.187439,22,1
0,222024,1998,54,22,39,1,0,4,77,51779.676,2671.5388,461.32764,3132.8665,0,0,1,.1,11.052465,6.7668157,18.947084,7.4789996,2.7067263,35.187439,54,0
0,222044,1998,54,22,32,1,0,4,1.5,12112.6,2321.0178,389.93774,2710.9556,0,0,1,.1,11.052465,6.7668157,18.947084,7.4789996,2.7067263,35.187439,54,1
1,223013,1998,86,22,44,1,0,5,7,12350,3373.6636,626.87769,4000.5413,0,1,1,.1175,11.278026,6.7668157,18.947084,7.6316319,2.7067263,35.187439,86,1
0,223054,1998,86,22,66,1,0,8,612,485079.19,5197.2524,774.2085,5971.4609,0,0,1,.1175,11.278026,6.7668157,18.947084,7.6316319,2.7067263,35.187439,86,0
0,223064,1998,86,22,44,1,0,4,14,13229.125,2250.6428,364.90063,2615.5435,0,0,1,.1175,11.278026,6.7668157,18.947084,7.6316319,2.7067263,35.187439,86,0
0,223143,1998,86,22,42,1,0,2,39,36219.383,6772.229,2204.6284,8976.8574,0,0,1,.1175,11.278026,6.7668157,18.947084,7.6316319,2.7067263,35.187439,86,0
1,231033,1998,23,23,35,1,6,5,1,17725,10653.133,3020.7061,13673.839,0,1,1,.89999998,9.811883,6.7668157,13.533631,6.6395202,2.3683856,37.894169,23,1
1,231073,1998,23,23,55,1,0,11,5,84350,3680.6558,1960.5313,5641.187,0,1,1,.89999998,9.811883,6.7668157,13.533631,6.6395202,2.3683856,37.894169,23,1
1,232024,1998,55,23,50,1,0,4,3,8210,4709.0269,2432.6704,7141.6973,0,1,1,.89999998,9.0224209,8.1201782,13.533631,6.1053057,2.3683856,35.187439,55,1
1,232043,1998,55,23,26,1,0,4,15,115710,3815.8074,695.29028,4511.0977,0,1,1,.89999998,9.0224209,8.1201782,13.533631,6.1053057,2.3683856,35.187439,55,1
1,232044,1998,55,23,60,1,0,5,35,75180,4936.5273,1353.0923,6289.6196,0,1,1,.89999998,9.0224209,8.1201782,13.533631,6.1053057,2.3683856,35.187439,55,0
1,232054,1998,55,23,28,1,0,6,5,23020,2716.8765,367.43799,3084.3145,0,1,1,.89999998,9.0224209,8.1201782,13.533631,6.1053057,2.3683856,35.187439,55,1
1,232103,1998,55,23,45,1,4,6,1,34710,2326.8823,842.46851,3169.3508,0,1,1,.89999998,9.0224209,8.1201782,13.533631,6.1053057,2.3683856,35.187439,55,1
0,233015,1998,87,23,40,1,10,4,80,1654425.5,3473.4065,1543.1721,5016.5786,0,0,1,.80000001,8.3457394,7.4434972,13.533631,5.647408,2.0300446,32.480713,87,0
0,233044,1998,87,23,35,1,0,5,3,47983.488,2171.3357,458.24878,2629.5845,0,0,1,.80000001,8.3457394,7.4434972,13.533631,5.647408,2.0300446,32.480713,87,0
1,233083,1998,87,23,48,1,0,7,15,86600,2426,520.85132,2946.8513,0,1,1,.80000001,8.3457394,7.4434972,13.533631,5.647408,2.0300446,32.480713,87,1
0,241024,1998,24,24,22,1,0,3,220,98961.984,4058.2849,2023.2776,6081.5625,0,0,0,.94999999,10.601344,7.4434972,13.533631,7.1737342,2.0300446,40.600895,24,0
1,241054,1998,24,24,35,1,0,5,8,14600,2899.4451,615.23901,3514.6841,0,1,0,.94999999,10.601344,7.4434972,13.533631,7.1737342,2.0300446,40.600895,24,1
1,241063,1998,24,24,45,1,0,4,8,36000,2858.9795,680.06494,3539.0444,0,1,0,.94999999,10.601344,7.4434972,13.533631,7.1737342,2.0300446,40.600895,24,1
1,241093,1998,24,24,60,1,0,7,17,28330,3262.3787,4380.0625,7642.4414,0,1,0,.94999999,10.601344,7.4434972,13.533631,7.1737342,2.0300446,40.600895,24,1
0,242013,1998,56,24,60,1,4,9,156,510823.53,4643.2383,6146.5244,10789.763,0,0,1,.75,10.826905,7.4434972,13.533631,7.3263669,2.0300446,40.600895,56,0
0,242014,1998,56,24,40,1,5,4,13,48051.832,3575.5854,747.73291,4323.3184,0,0,1,.75,10.826905,7.4434972,13.533631,7.3263669,2.0300446,40.600895,56,0
0,242044,1998,56,24,67,1,0,3,1,2490.188,4629.4043,839.08496,5468.4893,0,0,1,.75,10.826905,7.4434972,13.533631,7.3263669,2.0300446,40.600895,56,0
1,242063,1998,56,24,45,1,10,5,43,107560,3909.054,913.24927,4822.3032,1,0,1,.75,10.826905,7.4434972,13.533631,7.3263669,2.0300446,40.600895,56,1
0,243014,1998,88,24,72,1,0,6,8,95131.273,4116.0283,9575.0439,13691.072,0,0,0,.60000002,10.601344,7.4434972,13.533631,7.1737342,2.0300446,40.600895,88,0
1,243123,1998,88,24,35,1,0,3,19,89200,4795.4165,690.21533,5485.6318,1,0,0,.60000002,10.601344,7.4434972,13.533631,7.1737342,2.0300446,40.600895,88,1
0,251014,1998,25,25,80,1,0,2,10,36442.688,2890.7837,334.28052,3225.0642,0,0,1,.89999998,8.7968597,6.7668157,10.826905,5.9526725,1.6917039,37.894169,25,1
0,251034,1998,25,25,58,1,2,4,20,73880.094,4465.4214,910.13672,5375.5581,0,0,1,.89999998,8.7968597,6.7668157,10.826905,5.9526725,1.6917039,37.894169,25,0
0,251044,1998,25,25,66,1,0,6,5,29185.277,3896.7834,508.75171,4405.5352,0,0,1,.89999998,8.7968597,6.7668157,10.826905,5.9526725,1.6917039,37.894169,25,0
0,251124,1998,25,25,46,1,0,6,3,18855.732,3668.0649,533.33838,4201.4033,0,0,1,.89999998,8.7968597,6.7668157,10.826905,5.9526725,1.6917039,37.894169,25,0
0,251134,1998,25,25,35,1,0,7,6,25490.596,3176.3433,556.81201,3733.1553,0,0,1,.89999998,8.7968597,6.7668157,10.826905,5.9526725,1.6917039,37.894169,25,0
0,251164,1998,25,25,38,1,0,6,4,23802.273,2370.6409,440.40698,2811.0479,0,0,1,.89999998,8.7968597,6.7668157,10.826905,5.9526725,1.6917039,37.894169,25,0
0,252104,1998,57,25,52,0,0,7,10,23244.012,2381.9192,318.04028,2699.9595,0,0,1,.5,8.3457394,6.7668157,12.180268,5.647408,2.0300446,37.894169,57,0
0,252134,1998,57,25,36,1,0,6,9,15908.783,2747.1016,327.62671,3074.7283,0,0,1,.5,8.3457394,6.7668157,12.180268,5.647408,2.0300446,37.894169,57,1
0,253024,1998,89,25,47,1,5,6,12,92786.578,4687.8242,710.51563,5398.3398,0,0,1,.625,11.503587,8.1201782,10.826905,7.784265,1.6917039,33.834076,89,0
0,253054,1998,89,25,52,1,9,5,7,54614.973,4325.8896,2147.7871,6473.6768,0,0,1,.625,11.503587,8.1201782,10.826905,7.784265,1.6917039,33.834076,89,0
0,253104,1998,89,25,70,1,0,9,36,197983.5,3160.855,3194.313,6355.168,0,0,1,.625,11.503587,8.1201782,10.826905,7.784265,1.6917039,33.834076,89,0
0,253134,1998,89,25,52,0,0,2,7,17210.043,2960.4817,1027.2026,3987.6843,0,0,1,.625,11.503587,8.1201782,10.826905,7.784265,1.6917039,33.834076,89,0
0,253154,1998,89,25,34,0,8,6,9,54987.145,5515.8569,1268.7778,6784.6348,0,0,1,.625,11.503587,8.1201782,10.826905,7.784265,1.6917039,33.834076,89,0
0,253174,1998,89,25,70,1,0,7,66,130274.73,2078.7656,383.77515,2462.5408,0,0,1,.625,11.503587,8.1201782,10.826905,7.784265,1.6917039,33.834076,89,0
1,261024,1998,26,26,36,1,0,6,34,33300,3206.5681,796.79272,4003.3608,0,1,1,.5,8.7968597,7.4434972,8.1201782,5.9526725,1.6917039,39.247532,26,1
0,261084,1998,26,26,38,1,0,5,26,46586.141,2547.7061,457.43677,3005.1428,0,0,1,.5,8.7968597,7.4434972,8.1201782,5.9526725,1.6917039,39.247532,26,0
0,261124,1998,26,26,44,1,7,5,18,37352.82,2152.1179,1251.1843,3403.3022,0,0,1,.5,8.7968597,7.4434972,8.1201782,5.9526725,1.6917039,39.247532,26,0
1,261134,1998,26,26,42,1,0,4,27,35150,3233.8611,525.27417,3759.1353,0,1,1,.5,8.7968597,7.4434972,8.1201782,5.9526725,1.6917039,39.247532,26,1
0,262014,1998,58,26,49,1,0,11,23,87684.406,3365.1987,678.21973,4043.4185,0,0,1,.5,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,58,0
0,262064,1998,58,26,43,1,0,7,5,6500,2312.3176,714.86548,3027.1831,0,0,1,.5,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,58,0
0,262084,1998,58,26,52,0,0,1,6,15736.229,2357.5586,1030.5859,3388.1445,0,0,1,.5,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,58,0
0,262094,1998,58,26,71,0,0,3,12,48869.941,2814.9954,696.98193,3511.9773,0,0,1,.5,9.9246626,8.1201782,10.826905,6.715836,2.0300446,40.600895,58,0
1,263024,1998,90,26,50,1,0,3,8,5400,3096.4949,2575.9011,5672.396,0,1,0,0,13.30807,8.1201782,8.1201782,9.0053253,2.0300446,33.834076,90,1
0,263034,1998,90,26,35,1,0,6,1,4672.4863,1559.9764,203.00452,1762.981,0,0,0,0,13.30807,8.1201782,8.1201782,9.0053253,2.0300446,33.834076,90,0
0,263084,1998,90,26,33,0,0,2,1,1502.2332,1864.9343,340.03247,2204.9668,0,0,0,0,13.30807,8.1201782,8.1201782,9.0053253,2.0300446,33.834076,90,0
0,263114,1998,90,26,34,1,0,5,1,4702.937,1787.5221,352.55115,2140.0732,0,0,0,0,13.30807,8.1201782,8.1201782,9.0053253,2.0300446,33.834076,90,0
0,263154,1998,90,26,32,1,0,4,66,10153.606,2005.6841,388.24609,2393.9302,0,0,0,0,13.30807,8.1201782,8.1201782,9.0053253,2.0300446,33.834076,90,0
1,271054,1998,27,27,70,1,0,6,25,63885,3309.8752,276.31128,3586.1865,0,1,1,.89999998,12.744169,8.7968597,12.180268,8.623744,2.0300446,47.36771,27,1
1,271064,1998,27,27,32,1,0,5,33,55650,3850.0474,1379.7539,5229.8013,0,1,1,.89999998,12.744169,8.7968597,12.180268,8.623744,2.0300446,47.36771,27,1
0,271154,1998,27,27,57,1,0,7,13,181283,3178.8567,1237.4573,4416.314,0,0,1,.89999998,12.744169,8.7968597,12.180268,8.623744,2.0300446,47.36771,27,0
0,272034,1998,59,27,36,1,8,4,1,84720.531,3951.8203,2166.2266,6118.0469,0,0,1,.75,13.08251,8.1201782,10.826905,8.8526936,2.0300446,47.36771,59,0
0,272074,1998,59,27,29,0,0,4,1,12498.309,2195.8315,546.42041,2742.252,0,0,1,.75,13.08251,8.1201782,10.826905,8.8526936,2.0300446,47.36771,59,0
0,272154,1998,59,27,40,1,0,4,41,86669.375,2405.603,555.72461,2961.3276,0,0,1,.75,13.08251,8.1201782,10.826905,8.8526936,2.0300446,47.36771,59,0
0,273014,1998,91,27,45,1,1,4,10,37082.152,3195.2903,1854.1077,5049.3979,0,0,1,.30000001,12.85695,8.1201782,9.4735422,8.7000608,2.0300446,40.600895,91,1
0,273034,1998,91,27,58,1,0,3,5,15435.106,3257.5449,861.6416,4119.1865,0,0,1,.30000001,12.85695,8.1201782,9.4735422,8.7000608,2.0300446,40.600895,91,0
0,273044,1998,91,27,60,1,0,4,29,47909.055,3241.3047,595.47974,3836.7844,0,0,1,.30000001,12.85695,8.1201782,9.4735422,8.7000608,2.0300446,40.600895,91,0
0,273064,1998,91,27,55,1,0,2,5,9710.3809,2863.0396,372.17505,3235.2146,0,0,1,.30000001,12.85695,8.1201782,9.4735422,8.7000608,2.0300446,40.600895,91,0
0,273104,1998,91,27,40,1,0,4,3,6732.9814,2421.8433,270.67261,2692.5159,0,0,1,.30000001,12.85695,8.1201782,9.4735422,8.7000608,2.0300446,40.600895,91,0
0,273124,1998,91,27,32,1,2,4,5.5,10644.201,1572.6079,392.47534,1965.0833,0,0,1,.30000001,12.85695,8.1201782,9.4735422,8.7000608,2.0300446,40.600895,91,0
0,273134,1998,91,27,46,1,0,7,1,10434.43,1943.4294,275.5061,2218.9355,0,0,1,.30000001,12.85695,8.1201782,9.4735422,8.7000608,2.0300446,40.600895,91,0
0,281014,1998,28,28,35,1,0,5,32,84537.82,2836.1079,884.82837,3720.9363,0,0,1,.80000001,10.150224,8.7968597,8.1201782,6.8684692,1.6917039,40.600895,28,0
0,281034,1998,28,28,50,1,0,5,7,19177.156,1494.3834,94.194214,1588.5776,0,0,1,.80000001,10.150224,8.7968597,8.1201782,6.8684692,1.6917039,40.600895,28,0
0,281114,1998,28,28,42,1,2,3,1,5041.2773,4625.3442,1022.9165,5648.2607,0,0,1,.80000001,10.150224,8.7968597,8.1201782,6.8684692,1.6917039,40.600895,28,0
0,281134,1998,28,28,65,1,0,4,7,31073.219,2192.7866,545.23608,2738.0227,0,0,1,.80000001,10.150224,8.7968597,8.1201782,6.8684692,1.6917039,40.600895,28,0
0,281144,1998,28,28,43,1,2,7,5,12714.846,2350.5984,597.70313,2948.3015,0,0,1,.80000001,10.150224,8.7968597,8.1201782,6.8684692,1.6917039,40.600895,28,0
0,282024,1998,60,28,35,1,0,5,50,43180.406,2192.1777,1354.4458,3546.6235,0,0,1,.55000001,8.1201782,6.7668157,6.7668157,5.4947748,1.6917039,37.894169,60,1
0,282044,1998,60,28,45,1,9,5,20,28474.76,3344.7014,774.12378,4118.8252,0,0,1,.55000001,8.1201782,6.7668157,6.7668157,5.4947748,1.6917039,37.894169,60,0
1,282124,1998,60,28,40,1,5,3,4,6570,2919.6553,2454.3237,5373.979,0,1,1,.55000001,8.1201782,6.7668157,6.7668157,5.4947748,1.6917039,37.894169,60,1
1,282134,1998,60,28,50,1,0,9,11,5700,2478.7598,689.83936,3168.5991,0,1,1,.55000001,8.1201782,6.7668157,6.7668157,5.4947748,1.6917039,37.894169,60,1
0,282164,1998,60,28,30,1,0,7,1,3126.269,2211.782,453.66675,2665.4487,0,0,1,.55000001,8.1201782,6.7668157,6.7668157,5.4947748,1.6917039,37.894169,60,0
1,283114,1998,92,28,35,1,0,3,5,3230,3794.3792,773.22144,4567.6006,0,1,1,.30000001,9.0224209,7.4434972,9.4735422,6.1053057,1.6917039,40.600895,92,1
0,291014,1998,29,29,35,1,7,4,32,92637.703,3860.4683,773.10889,4633.5771,0,0,0,.73333335,9.2479811,6.7668157,6.7668157,6.2579384,1.3533632,37.894169,29,0
0,291134,1998,29,29,40,1,1,7,46,99066.18,2364.5186,682.96509,3047.4836,0,0,0,.73333335,9.2479811,6.7668157,6.7668157,6.2579384,1.3533632,37.894169,29,0
1,291144,1998,29,29,38,1,4,5,25,15003,2620.6523,741.64282,3362.2952,0,1,0,.73333335,9.2479811,6.7668157,6.7668157,6.2579384,1.3533632,37.894169,29,1
0,292034,1998,61,29,51,0,0,4,6,23399.648,2928.001,404.9939,3332.9949,0,0,1,.44999999,9.6991024,7.4434972,8.1201782,6.5632038,1.3533632,43.307621,61,0
1,292064,1998,61,29,45,1,0,5,14,11715,1828.9349,876.97937,2705.9143,0,1,1,.44999999,9.6991024,7.4434972,8.1201782,6.5632038,1.3533632,43.307621,61,1
0,292144,1998,61,29,58,0,0,1,3,11841.927,2533.4958,565.70557,3099.2014,0,0,1,.44999999,9.6991024,7.4434972,8.1201782,6.5632038,1.3533632,43.307621,61,0
0,293014,1998,93,29,35,1,5,3,12,20236.84,3411.3774,1732.3047,5143.6821,0,0,1,.75,9.0224209,6.4284749,6.7668157,6.1053057,1.6917039,37.894169,93,1
1,293074,1998,93,29,45,1,0,5,3,12132,5269.7251,622.54688,5892.272,0,1,1,.75,9.0224209,6.4284749,6.7668157,6.1053057,1.6917039,37.894169,93,1
0,293084,1998,93,29,36,1,0,3,6,30937.877,4356.0249,604.50195,4960.5269,0,0,1,.75,9.0224209,6.4284749,6.7668157,6.1053057,1.6917039,37.894169,93,0
0,293094,1998,93,29,39,1,9,6,37,56719.453,1969.5945,818.78442,2788.3789,0,0,1,.75,9.0224209,6.4284749,6.7668157,6.1053057,1.6917039,37.894169,93,0
1,293104,1998,93,29,52,0,0,1,31,9382,3023.4131,1157.1255,4180.5386,0,1,1,.75,9.0224209,6.4284749,6.7668157,6.1053057,1.6917039,37.894169,93,1
1,293134,1998,93,29,40,1,0,7,48,28597,3093.0146,511.86133,3604.876,0,1,1,.75,9.0224209,6.4284749,6.7668157,6.1053057,1.6917039,37.894169,93,1
0,293154,1998,93,29,30,1,0,3,4,12586.277,2741.9136,415.70825,3157.6218,0,0,1,.75,9.0224209,6.4284749,6.7668157,6.1053057,1.6917039,37.894169,93,0
